#       time       r = 30.000000       r = 60.000000       r = 90.000000
  80.4000000    5.5302511829e-15    4.4053740221e-14    1.4186411290e-13
  80.8000000    2.0948745444e-14    5.2453866481e-14    1.5716363248e-13
  81.2000000    1.5429006082e-14    4.0386158681e-14    1.5153648978e-13
  81.6000000   -1.8102822970e-14    1.0142903031e-15    1.1791476071e-13
  82.0000000    2.8338958825e-14    4.1891508741e-14    1.6430280762e-13
  82.4000000    1.2377127262e-14    2.0153388793e-14    1.4833597815e-13
  82.8000000   -9.2282150476e-16    1.0121642736e-15    1.3510016061e-13
  83.2000000    1.2279420563e-14    8.8062924286e-15    1.4843535840e-13
  83.6000000    1.0893874607e-14    2.3836165307e-15    1.4727439156e-13
  84.0000000    7.3768278312e-15   -6.2076866076e-15    1.4404634283e-13
  84.4000000    8.7058674877e-15   -9.7015838273e-15    1.4573455244e-13
  84.8000000    2.1668567658e-14   -5.9860524464e-16    1.5914316266e-13
  85.2000000   -9.2579926695e-15   -3.4403351307e-14    1.2866488303e-13
  85.6000000    2.1549602049e-15   -2.5305262341e-14    1.4056482930e-13
  86.0000000    4.3269724742e-14    1.3993503215e-14    1.8212973757e-13
  86.4000000   -2.0087784681e-15   -3.2425820152e-14    1.3729188017e-13
  86.8000000   -9.7334882927e-15   -4.0605848451e-14    1.2981761394e-13
  87.2000000    9.1092231842e-15   -2.1737415135e-14    1.4881171306e-13
  87.6000000    3.0014882640e-14   -5.2155904835e-16    1.6968518078e-13
  88.0000000    2.1438217535e-14   -8.5357450098e-15    1.6053329372e-13
  88.4000000   -3.0896044080e-14   -5.9971566619e-14    1.0762083537e-13
  88.8000000    2.2606907690e-14   -5.2348448228e-15    1.6001182153e-13
  89.2000000    3.2014041732e-14    5.5639456076e-15    1.6781297170e-13
  89.6000000   -6.2138754174e-15   -3.1210694052e-14    1.2828005419e-13
  90.0000000    5.4953946026e-15   -1.7909678752e-14    1.3811811707e-13
  90.4000000    1.1070299745e-14   -1.0606992595e-14    1.4152696063e-13
  90.8000000    1.5716224718e-14   -4.1913379810e-15    1.4446657258e-13
  91.2000000    4.5182239699e-15   -1.3624028900e-14    1.3095252294e-13
  91.6000000    2.5122025325e-14    8.7208629652e-15    1.4896414264e-13
  92.0000000   -9.4445623766e-15   -2.4132762867e-14    1.1215368187e-13
  92.4000000    4.0919694490e-16   -1.2569283218e-14    1.1941177977e-13
  92.8000000    3.9448502472e-14    2.8155672118e-14    1.5616100720e-13
  93.2000000    1.5263218190e-15   -8.1801696411e-15    1.1645478113e-13
  93.6000000    1.6611268280e-15   -6.5756661319e-15    1.1499705391e-13
  94.0000000    4.3743248512e-15   -2.4704497625e-15    1.1696455337e-13
  94.4000000    2.2006016178e-14    1.6470645299e-14    1.3457451596e-13
  94.8000000    1.2325074626e-14    7.9902930579e-15    1.2541907680e-13
  95.2000000    4.9740746557e-16   -2.7261720401e-15    1.1409771981e-13
  95.6000000    1.4566689392e-14    1.2390294912e-14    1.2921754755e-13
  96.0000000    8.8869819948e-15    7.6851001453e-15    1.2478877439e-13
  96.4000000    1.0922209633e-14    1.0618126664e-14    1.2638330635e-13
  96.8000000    1.0797185128e-14    1.1322322176e-14    1.2563909307e-13
  97.2000000    1.0665049622e-14    1.1938634598e-14    1.2465108578e-13
  97.6000000    8.6478888137e-15    1.0567428460e-14    1.1966851246e-13
  98.0000000    1.1105680251e-14    1.3576725974e-14    1.1894870707e-13
  98.4000000    6.7981745800e-15    9.7710868875e-15    1.1193327678e-13
  98.8000000    1.8722420636e-14    2.2175003724e-14    1.2088615281e-13
  99.2000000    7.9926363481e-15    1.1884065711e-14    1.0663969417e-13
  99.6000000    7.6699186745e-16    5.0399653685e-15    9.8555919620e-14
 100.0000000    1.9748278669e-14    2.4355459832e-14    1.1696880603e-13
 100.4000000    1.2348885106e-14    1.7252983505e-14    1.0754383953e-13
 100.8000000    9.5940799442e-15    1.4756740583e-14    1.0640681943e-13
 101.2000000   -1.2916475955e-15    4.0967043632e-15    9.2400355320e-14
 101.6000000    2.4649301888e-14    3.0233602604e-14    1.1551931906e-13
 102.0000000    1.2203177181e-14    1.7942298659e-14    1.0014661686e-13
 102.4000000   -2.2539919950e-15    3.5980034320e-15    7.9246572729e-14
 102.8000000    1.9735062705e-14    2.5669021514e-14    9.1698855590e-14
 103.2000000    1.0152385472e-14    1.6154575292e-14    7.6185373522e-14
 103.6000000    1.0018516514e-14    1.6095816988e-14    7.4214876692e-14
 104.0000000    1.0419128290e-14    1.6567941360e-14    6.3145396868e-14
 104.4000000    1.4016357097e-14    2.0205660036e-14    6.8066918688e-14
 104.8000000    4.7289818806e-15    1.0935075745e-14    6.3984093298e-14
 105.2000000    1.5239423426e-14    2.1444313571e-14    7.3006990378e-14
 105.6000000    1.8048647940e-14    2.4213011774e-14    8.3189542498e-14
 106.0000000   -1.9994650398e-15    4.1074055128e-15    7.1260164045e-14
 106.4000000    1.7012426234e-14    2.3086123826e-14    1.0083633124e-13
 106.8000000    1.4647827128e-14    2.0685730193e-14    1.0896289999e-13
 107.2000000    1.0657649380e-14    1.6629053034e-14    1.1215946484e-13
 107.6000000    7.0660486635e-15    1.2978604081e-14    1.2248626565e-13
 108.0000000    1.1696930848e-14    1.7559638806e-14    1.4293338192e-13
 108.4000000    1.8579030908e-14    2.4346780034e-14    1.5498118552e-13
 108.8000000    5.0294266706e-15    1.0676664171e-14    1.4690698939e-13
 109.2000000    1.5114350177e-14    2.0671488697e-14    1.7184066782e-13
 109.6000000    9.5076764889e-15    1.5000100196e-14    1.7153990776e-13
 110.0000000    1.0578007954e-14    1.6019601472e-14    1.6748278427e-13
 110.4000000    1.5952883440e-14    2.1348159668e-14    1.7500928238e-13
 110.8000000    1.3184106847e-14    1.8509656832e-14    1.7616638928e-13
 111.2000000    7.7910210000e-15    1.3030852739e-14    1.6425649347e-13
 111.6000000    5.1441820591e-15    1.0289272581e-14    1.5301060076e-13
 112.0000000    2.9126831775e-14    3.4133218646e-14    1.7535909028e-13
 112.4000000    5.0783796627e-15    9.9231239745e-15    1.4874642390e-13
 112.8000000    2.7546873249e-15    7.4981866752e-15    1.3971612908e-13
 113.2000000    2.2563910372e-14    2.7267438370e-14    1.5458192866e-13
 113.6000000    1.1230620218e-14    1.5875130573e-14    1.4023527632e-13
 114.0000000    1.2090263626e-14    1.6645075277e-14    1.3846985910e-13
 114.4000000    8.4480911188e-15    1.2950648301e-14    1.3212655762e-13
 114.8000000    1.7059124887e-14    2.1553538986e-14    1.3662016877e-13
 115.2000000    1.0691162728e-14    1.5151132398e-14    1.2558529452e-13
 115.6000000    1.1348390349e-14    1.5747109021e-14    1.2371122173e-13
 116.0000000    1.8502520824e-14    2.2888730825e-14    1.2954825089e-13
 116.4000000    6.8488989760e-15    1.1272720806e-14    1.1422160263e-13
 116.8000000    1.2021331986e-14    1.6462217857e-14    1.1449032664e-13
 117.2000000    1.6731863232e-14    2.1167277192e-14    1.1692391474e-13
 117.6000000    1.4457760683e-14    1.8919671706e-14    1.1407040372e-13
 118.0000000    9.7380295341e-15    1.4249870502e-14    1.0610578172e-13
 118.4000000    1.0679207983e-14    1.5221298536e-14    1.0038451955e-13
 118.8000000    1.7794693030e-14    2.2351765471e-14    1.0259688796e-13
 119.2000000    1.3908977136e-14    1.8493400589e-14    9.6399282190e-14
 119.6000000    9.1505011246e-15    1.3791517476e-14    8.6037468589e-14
 120.0000000    1.4797076351e-14    1.9515623792e-14    8.4239583382e-14
 120.4000000    1.4742146477e-14    1.9522372904e-14    7.9754813395e-14
 120.8000000    1.3244879396e-14    1.8075047899e-14    7.4543345084e-14
 121.2000000    1.2574724438e-14    1.7478193961e-14    6.9460949016e-14
 121.6000000    1.2803894013e-14    1.7760005529e-14    6.6321667453e-14
 122.0000000    1.7556549876e-14    2.2499600004e-14    6.8034084416e-14
 122.4000000    1.0277251152e-14    1.5229655403e-14    5.7225644060e-14
 122.8000000    1.3160338580e-14    1.8229392747e-14    5.7252865859e-14
 123.2000000    1.7272692677e-14    2.2485527657e-14    5.9816728619e-14
 123.6000000    1.2344568255e-14    1.7630056619e-14    5.3006594304e-14
 124.0000000    1.3215099664e-14    1.8560843866e-14    5.0443159098e-14
 124.4000000    1.3886196397e-14    1.9342139381e-14    4.7893355417e-14
 124.8000000    1.6911497427e-14    2.2467589325e-14    4.9508771179e-14
 125.2000000    1.2423379324e-14    1.8028999800e-14    4.3873645667e-14
 125.6000000    1.2790866163e-14    1.8428895747e-14    4.1620353487e-14
 126.0000000    1.6988218972e-14    2.2702014859e-14    4.2805149537e-14
 126.4000000    1.3576213731e-14    1.9408393266e-14    3.7573925770e-14
 126.8000000    1.4140389363e-14    2.0059548110e-14    3.7282814244e-14
 127.2000000    1.4661151161e-14    2.0660942939e-14    3.6677506269e-14
 127.6000000    1.4981919759e-14    2.1123189808e-14    3.5107136480e-14
 128.0000000    1.4680283366e-14    2.0962154287e-14    3.2911438636e-14
 128.4000000    1.4989583071e-14    2.1362911475e-14    3.2198556828e-14
 128.8000000    1.4410603560e-14    2.0851972492e-14    3.1644115465e-14
 129.2000000    1.4814562870e-14    2.1277992379e-14    3.2205733381e-14
 129.6000000    1.5962963066e-14    2.2415905268e-14    3.2518597275e-14
 130.0000000    1.4645055987e-14    2.1120579531e-14    3.0132574801e-14
 130.4000000    1.4966334876e-14    2.1525780889e-14    3.0722736153e-14
 130.8000000    1.5148505828e-14    2.1795116045e-14    3.1846103097e-14
 131.2000000    1.5967022551e-14    2.2635447095e-14    3.2744085387e-14
 131.6000000    1.5175789878e-14    2.1928819547e-14    3.1656432071e-14
 132.0000000    1.4929233410e-14    2.1907109179e-14    3.1761741964e-14
 132.4000000    1.6248887653e-14    2.3367979637e-14    3.3677958488e-14
 132.8000000    1.5313798140e-14    2.2342296602e-14    3.3179144948e-14
 133.2000000    1.5645457530e-14    2.2568693752e-14    3.4366366291e-14
 133.6000000    1.6036720061e-14    2.3019217210e-14    3.5664121286e-14
 134.0000000    1.5695482780e-14    2.2715971718e-14    3.5192236451e-14
 134.4000000    1.5942203030e-14    2.2898020969e-14    3.5095538826e-14
 134.8000000    1.6040369126e-14    2.3031781626e-14    3.5928366184e-14
 135.2000000    1.6154181303e-14    2.3351426906e-14    3.7048340946e-14
 135.6000000    1.6302611737e-14    2.3635638310e-14    3.7389652290e-14
 136.0000000    1.6014547300e-14    2.3271851265e-14    3.7216373476e-14
 136.4000000    1.6294852512e-14    2.3488415480e-14    3.8221245607e-14
 136.8000000    1.6797477574e-14    2.4048896248e-14    3.9296102346e-14
 137.2000000    1.6294885771e-14    2.3603984735e-14    3.9049221299e-14
 137.6000000    1.6165771665e-14    2.3442870691e-14    3.9447649927e-14
 138.0000000    1.7279500341e-14    2.4462463817e-14    4.1000108602e-14
 138.4000000    1.6869743679e-14    2.4006487393e-14    4.0389030718e-14
 138.8000000    1.6034336610e-14    2.3139805465e-14    3.9272475851e-14
 139.2000000    1.7321731848e-14    2.4378918522e-14    4.0967866008e-14
 139.6000000    1.7000464117e-14    2.4094569291e-14    4.1225365110e-14
 140.0000000    1.6835102374e-14    2.4002193512e-14    4.1127577975e-14
 140.4000000    1.7179204129e-14    2.4332515728e-14    4.1419096718e-14
 140.8000000    1.7409726369e-14    2.4499788794e-14    4.1839340376e-14
 141.2000000    1.7922762076e-14    2.4911853197e-14    4.2547957505e-14
 141.6000000    1.6700044910e-14    2.3511377584e-14    4.1347558625e-14
 142.0000000    1.7951393119e-14    2.4664086736e-14    4.2695172976e-14
 142.4000000    1.7689700768e-14    2.4579633832e-14    4.2765491461e-14
 142.8000000    1.6211206407e-14    2.3334575729e-14    4.1545002568e-14
 143.2000000    1.8180880517e-14    2.5188087985e-14    4.3348614929e-14
 143.6000000    1.8204048297e-14    2.4888080602e-14    4.2982870509e-14
 144.0000000    1.7937774014e-14    2.4493971213e-14    4.2484595073e-14
 144.4000000    1.8089250531e-14    2.4644469466e-14    4.2478127368e-14
 144.8000000    1.8375530084e-14    2.4819266811e-14    4.2579098791e-14
 145.2000000    1.9001381454e-14    2.5494889599e-14    4.3172632703e-14
 145.6000000    1.7281778714e-14    2.4235354683e-14    4.1704490911e-14
 146.0000000    1.7133160861e-14    2.4417619173e-14    4.1708274263e-14
 146.4000000    1.8881746765e-14    2.5850874081e-14    4.3055989272e-14
 146.8000000    1.8666281595e-14    2.5068597477e-14    4.2207770723e-14
 147.2000000    1.8541973977e-14    2.4776994606e-14    4.1729051147e-14
