#       time             L^2_Ham             L^2_Mom
 264.5000000                -nan                -nan
 265.0000000    9.1258008734e+02                -nan
 265.5000000    9.1488893206e+02                -nan
 266.0000000    9.1354670643e+02                -nan
 266.5000000    9.1355178683e+02                -nan
 267.0000000    9.4875229520e+02                -nan
 267.5000000    9.1944076144e+02                -nan
 268.0000000    9.1949624642e+02                -nan
 268.5000000    9.1812525929e+02                -nan
 269.0000000    9.1473997377e+02                -nan
 269.5000000    9.1933701347e+02                -nan
 270.0000000    9.2068283022e+02                -nan
 270.5000000    3.1230487852e+51                -nan
 271.0000000    3.1230487852e+51                -nan
 271.5000000    3.1230487852e+51    4.7810028760e+59
 272.0000000    3.1230487852e+51    1.2541803098e+03
 272.5000000    3.1230487852e+51    1.2496915777e+03
 273.0000000    3.1230487852e+51    1.2681153142e+03
 273.5000000    3.1230487852e+51    1.2962812884e+03
 274.0000000    3.1230487852e+51    1.2835739756e+03
 274.5000000    3.1230487852e+51    1.2816498002e+03
 275.0000000    3.1230487852e+51    1.2820735122e+03
 275.5000000    3.1864293057e+01    3.0032988137e+01
 276.0000000    1.4581522430e+02    1.4993830385e+02
 276.5000000                -nan    2.3229120673e+02
 277.0000000                -nan    1.9271761351e+02
 277.5000000                -nan    2.0540201846e+02
 278.0000000                -nan    2.3488813282e+02
 278.5000000                -nan    2.4372120902e+02
 279.0000000                -nan    2.4906335407e+02
 279.5000000                -nan    2.4115256231e+02
 280.0000000                -nan    2.4619211290e+02
 280.5000000                -nan    4.0342079857e+02
 281.0000000                -nan    4.0491979419e+02
 281.5000000                -nan                -nan
 282.0000000                -nan                -nan
 282.5000000                -nan                -nan
 283.0000000                -nan                -nan
 283.5000000                -nan                -nan
 284.0000000                -nan                -nan
 284.5000000                -nan                -nan
 285.0000000                -nan                -nan
 285.5000000                -nan                -nan
 286.0000000                -nan                -nan
 286.5000000    2.6347682058e+02                -nan
 287.0000000    3.3998009400e+02                -nan
 287.5000000    3.3077680677e+02                -nan
 288.0000000    3.5363091555e+02                -nan
 288.5000000    4.0404587512e+02                -nan
 289.0000000    4.6766895332e+02                -nan
 289.5000000    4.1833447856e+02                -nan
 290.0000000    4.5585608547e+02                -nan
 290.5000000                -nan                -nan
 291.0000000    5.3742685287e+02                -nan
 291.5000000    5.8015641673e+02                -nan
 292.0000000                -nan                -nan
 292.5000000                -nan                -nan
 293.0000000                -nan                -nan
 293.5000000                -nan                -nan
 294.0000000                -nan                -nan
 294.5000000    7.2946075254e+02                -nan
 295.0000000    7.4930926967e+02                -nan
 295.5000000    8.4171247815e+02    1.4498676491e+03
 296.0000000    8.5560836703e+02    2.5164695773e+03
 296.5000000    8.0176505462e+02                -nan
 297.0000000    1.0190241042e+03                -nan
 297.5000000    1.1802397456e+03    2.6713316788e+03
 298.0000000                -nan    2.5587706809e+03
 298.5000000                -nan    5.1211639084e+03
 299.0000000                -nan                -nan
 299.5000000                -nan                -nan
 300.0000000                -nan                -nan
 300.5000000    3.5290469867e+02                -nan
 301.0000000    4.2869863171e+02                -nan
 301.5000000    1.6922500405e+03    2.7452698605e+03
 302.0000000    9.7207007769e+02    1.9311251346e+03
 302.5000000    1.0184530605e+03    1.9267269825e+03
 303.0000000    9.8246089759e+02    4.5051896060e+03
 303.5000000    1.6564940794e+03    4.9839694094e+03
 304.0000000                -nan                -nan
 304.5000000                -nan                -nan
 305.0000000    1.3424897878e+03                -nan
 305.5000000    1.9526451549e+03                -nan
 306.0000000    1.4016622606e+03                -nan
 306.5000000    1.3439885030e+03                -nan
 307.0000000    1.3631924903e+03                -nan
 307.5000000    1.3837519297e+03                -nan
 308.0000000    1.3534474578e+03                -nan
 308.5000000    3.6429605013e+03                -nan
 309.0000000    3.6253470304e+03                -nan
 309.5000000    1.5383651203e+03                -nan
 310.0000000    1.5921207200e+03                -nan
 310.5000000    5.6968372099e+03    1.2902095197e+04
 311.0000000    5.8832194276e+03    1.3343347825e+04
 311.5000000    5.9126330906e+03    1.3768432759e+04
 312.0000000                -nan                -nan
 312.5000000    9.6577192837e+03    9.2921887443e+03
 313.0000000    6.4865170748e+03    9.3477840428e+03
 313.5000000    6.5268281842e+03    9.4520048441e+03
 314.0000000    6.5633317387e+03    9.4010522807e+03
 314.5000000    1.9281400842e+03    9.2452640673e+03
 315.0000000    1.9258411422e+03    6.9320344858e+03
 315.5000000    1.9664368145e+03    1.0314786017e+04
 316.0000000    2.0016386468e+03    9.5351014481e+03
 316.5000000    2.2585085380e+03    9.5820415349e+03
 317.0000000    2.0999107217e+03    9.5467092630e+03
 317.5000000    2.2070865950e+03    9.4844116004e+03
 318.0000000    1.9337399068e+03    2.4668602615e+04
 318.5000000    1.9636746568e+03    2.4674474076e+04
 319.0000000    1.9920870692e+03                -nan
 319.5000000    1.9782162956e+03                -nan
 320.0000000    3.6798318037e+03                -nan
 320.5000000                -nan                -nan
 321.0000000                -nan                -nan
 321.5000000    3.6927985719e+03    1.4209336252e+04
 322.0000000    3.7485906760e+03    1.0500436503e+04
 322.5000000    3.6606675163e+03    1.1577614335e+04
 323.0000000    3.6390883149e+03    9.8757675985e+03
 323.5000000    3.4245073122e+03                -nan
 324.0000000                -nan                -nan
 324.5000000                -nan                -nan
 325.0000000                -nan                -nan
 325.5000000                -nan                -nan
 326.0000000    7.9585978044e+02                -nan
 326.5000000    3.2070442807e+03                -nan
 327.0000000                -nan                -nan
 327.5000000                -nan                -nan
 328.0000000                -nan                -nan
 328.5000000                -nan                -nan
 329.0000000                -nan                -nan
 329.5000000                -nan                -nan
 330.0000000                -nan                -nan
 330.5000000                -nan                -nan
 331.0000000                -nan                -nan
 331.5000000                -nan                -nan
 332.0000000    1.2123737978e+03    3.4623252808e+03
 332.5000000    1.6615808986e+03    3.8159363259e+03
 333.0000000    1.6336157130e+03    3.7690683219e+03
 333.5000000    1.2348153300e+03    5.8987427096e+03
